# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "featureGenecount.txt" "SRR10551657.fastqAligned.out.sorted.bam" "SRR10551658.fastqAligned.out.sorted.bam" "SRR10551659.fastqAligned.out.sorted.bam" "SRR10551660.fastqAligned.out.sorted.bam" "SRR10551661.fastqAligned.out.sorted.bam" "SRR10551662.fastqAligned.out.sorted.bam" "SRR10551663.fastqAligned.out.sorted.bam" "SRR10551664.fastqAligned.out.sorted.bam" "SRR10551665.fastqAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657.fastqAligned.out.sorted.bam	SRR10551658.fastqAligned.out.sorted.bam	SRR10551659.fastqAligned.out.sorted.bam	SRR10551660.fastqAligned.out.sorted.bam	SRR10551661.fastqAligned.out.sorted.bam	SRR10551662.fastqAligned.out.sorted.bam	SRR10551663.fastqAligned.out.sorted.bam	SRR10551664.fastqAligned.out.sorted.bam	SRR10551665.fastqAligned.out.sorted.bam
YOR375C	NC_001147.6	1041678	1043042	-	1365	872	503	439	1993	1690	1181	464	560	466
YOR376W	NC_001147.6	1043191	1043559	+	369	8	6	13	3	6	1	3	7	1
YOR376W-A	NC_001147.6	1045196	1045351	+	156	8	9	4	9	13	9	11	12	10
YOR377W	NC_001147.6	1046226	1047803	+	1578	112	77	86	126	127	64	162	164	158
YOR378W	NC_001147.6	1049511	1051058	+	1548	26	30	26	30	27	20	41	36	33
YOR380W	NC_001147.6	1051290	1052930	+	1641	32	28	28	43	42	16	75	74	74
YOR381W	NC_001147.6	1055545	1057680	+	2136	10	8	6	36	27	30	100	137	123
YOR381W-A	NC_001147.6	1058423	1058590	+	168	0	0	0	0	0	0	2	1	4
YOR382W	NC_001147.6	1059531	1059992	+	462	0	0	0	3	0	1	9	13	13
YOR383C	NC_001147.6	1060441	1061055	-	615	0	0	0	0	1	0	30	30	21
YOR384W	NC_001147.6	1061564	1063648	+	2085	0	0	0	3	4	4	87	85	97
YOR385W	NC_001147.6	1065043	1065915	+	873	0	0	0	10	13	4	53	76	60
YOR386W	NC_001147.6	1066839	1068536	+	1698	0	0	0	2	6	5	109	156	172
YOR387C	NC_001147.6	1069621	1070241	-	621	0	0	0	1	2	0	25	39	37
YOR388C	NC_001147.6	1071793	1072923	-	1131	6	2	4	4	3	3	2	6	2
YOR389W	NC_001147.6	1074213	1076087	+	1875	17	13	14	25	28	18	39	47	46
YOR390W	NC_001147.6	1076784	1077911	+	1128	10	6	6	27	30	21	64	73	55
YOR391C	NC_001147.6	1078545	1079258	-	714	10	2	4	7	11	6	29	44	37
YOR393W	NC_001147.6	1080276	1081589	+	1314	0	0	0	0	0	0	0	0	0
YOR394W	NC_001147.6	1082718	1083212	+	495	0	0	0	0	0	0	0	0	0
YOR394C-A	NC_001147.6	1084202	1084369	-	168	0	0	0	0	0	0	0	0	0
YOR396W	NC_001147.6	1085473	1090863	+	5391	0	0	0	0	0	0	0	0	0
YPL283C	NC_001148.4;NC_001148.4	280;5989	5840;6007	-;-	5580	0	1	0	0	0	0	0	0	0
YPL282C	NC_001148.4	7933	8427	-	495	0	0	0	0	0	0	0	0	0
YPL281C	NC_001148.4	9557	10870	-	1314	1	0	0	0	0	0	0	0	0
YPL280W	NC_001148.4	11887	12600	+	714	0	1	0	2	2	0	1	3	2
YPL279C	NC_001148.4	13228	14355	-	1128	8	10	2	1	1	1	5	2	2
YPL278C	NC_001148.4	15053	15355	-	303	8	5	5	14	20	14	26	37	24
YPL277C	NC_001148.4	15405	16868	-	1464	59	53	51	83	78	75	137	160	130
YPL276W	NC_001148.4	17948	18385	+	438	4	2	7	5	4	0	4	5	2
YPL275W	NC_001148.4	18369	19079	+	711	0	0	0	0	0	0	0	0	0
YPL274W	NC_001148.4	22938	24701	+	1764	37	31	43	121	155	162	314	331	305
YPL273W	NC_001148.4	25087	26064	+	978	24	20	16	191	115	86	48	65	69
YPL272C	NC_001148.4	26611	28164	-	1554	53	42	40	56	67	36	99	95	77
YPL271W	NC_001148.4	30079	30267	+	189	3512	2778	3520	2585	3196	1150	588	695	669
YPL270W	NC_001148.4	30482	32803	+	2322	195	119	134	248	193	131	183	190	172
YPL269W	NC_001148.4	33013	34947	+	1935	37	21	37	78	57	23	52	44	55
YPL268W	NC_001148.4	35236	37845	+	2610	120	77	71	170	138	67	140	168	161
YPL267W	NC_001148.4	38169	38798	+	630	33	28	35	53	48	13	23	37	28
YPL266W	NC_001148.4	39121	40077	+	957	91	45	55	199	131	97	109	140	119
YPL265W	NC_001148.4	41043	42869	+	1827	72	33	48	1273	698	669	263	224	303
YPL264C	NC_001148.4	43283	44344	-	1062	43	30	34	81	53	60	51	82	53
YPL263C	NC_001148.4	44551	46506	-	1956	185	117	149	190	169	68	76	112	109
YPL262W	NC_001148.4	47336	48802	+	1467	791	521	624	1406	1016	885	193	229	210
YPL261C	NC_001148.4	48996	49304	-	309	25	21	20	24	14	9	8	10	22
YPL260W	NC_001148.4	49303	50958	+	1656	724	522	565	503	571	180	369	422	427
YPL259C	NC_001148.4	51244	52671	-	1428	59	26	27	75	70	40	62	68	54
YNCP0025W	NC_001148.4	52977	53465	+	489	18	21	17	16	21	7	25	33	28
YPL258C	NC_001148.4	53498	55153	-	1656	26	10	12	27	29	20	22	45	25
YNCP0001C	NC_001148.4;NC_001148.4	56169;56239	56204;56274	-;-	72	0	1	1	3	0	0	1	1	0
YPL257W-B	NC_001148.4	56748	62016	+	5269	0	0	1	0	0	0	0	0	0
YPL257W-A	NC_001148.4	56748	58070	+	1323	0	0	0	0	0	0	0	0	0
YPL257W	NC_001148.4	63279	63860	+	582	0	0	0	16	14	7	0	2	0
YPL256C	NC_001148.4	64977	66614	-	1638	104	61	74	78	58	38	16	25	19
YPL255W	NC_001148.4	67725	68882	+	1158	8	10	6	24	29	8	10	4	10
YPL254W	NC_001148.4	69485	70951	+	1467	40	18	21	62	79	30	48	56	64
YPL253C	NC_001148.4	71063	73006	-	1944	39	26	37	54	43	20	28	34	34
YPL252C	NC_001148.4	73363	73881	-	519	52	47	61	62	59	34	26	20	14
YPL250C	NC_001148.4	74309	74719	-	411	125	70	99	196	287	114	38	33	37
YPL249C-A	NC_001148.4;NC_001148.4	75699;76224	75985;76239	-;-	303	551	275	307	611	550	252	203	204	246
YPL249C	NC_001148.4	76669	79353	-	2685	138	92	90	173	166	73	116	186	190
YNCP0002W	NC_001148.4	79562	82648	+	3087	41	36	33	17	20	12	25	18	11
YPL248C	NC_001148.4	79711	82356	-	2646	0	0	0	0	0	0	0	0	0
YPL247C	NC_001148.4	82625	84196	-	1572	72	64	66	38	43	42	51	45	47
YPL246C	NC_001148.4	84509	85297	-	789	74	35	46	121	88	79	48	44	44
YPL245W	NC_001148.4	85586	86950	+	1365	81	59	53	214	101	131	49	77	47
YPL244C	NC_001148.4	87014	88033	-	1020	36	28	24	95	83	60	35	48	32
YPL243W	NC_001148.4	88517	90316	+	1800	110	70	85	251	139	70	72	97	89
YPL242C	NC_001148.4	90622	95109	-	4488	94	65	58	201	149	116	83	111	117
YPL241C	NC_001148.4;NC_001148.4	95372;96234	96153;96258	-;-	807	26	11	14	43	29	15	13	37	28
YPL240C	NC_001148.4	96496	98625	-	2130	15888	13050	15561	2058	4076	860	876	1309	1308
YPL239W	NC_001148.4	99484	100086	+	603	171	97	90	176	244	56	50	91	85
YPL237W	NC_001148.4	100496	101353	+	858	912	633	726	693	797	365	344	428	383
YPL236C	NC_001148.4	101608	102702	-	1095	29	20	19	91	70	40	83	82	95
YPL235W	NC_001148.4	103232	104647	+	1416	107	63	63	105	91	56	81	89	72
YPL234C	NC_001148.4	104946	105440	-	495	395	311	354	443	350	246	351	361	373
YPL233W	NC_001148.4	106172	106822	+	651	22	18	7	34	25	17	37	30	32
YPL232W	NC_001148.4	107275	108147	+	873	235	154	151	227	216	119	138	161	187
YPL231W	NC_001148.4	108652	114315	+	5664	467	310	384	1717	1144	1485	1912	1949	1809
YPL230W	NC_001148.4	115312	116487	+	1176	224	182	214	58	80	25	158	181	191
YPL229W	NC_001148.4	117067	117687	+	621	41	31	21	106	88	41	146	159	175
YPL228W	NC_001148.4	118382	120031	+	1650	69	54	40	70	70	27	46	65	87
YPL227C	NC_001148.4	120163	121167	-	1005	31	13	14	48	42	24	9	12	10
YPL226W	NC_001148.4	121767	125357	+	3591	173	95	91	567	265	349	465	526	496
YPL225W	NC_001148.4	126006	126446	+	441	467	317	342	533	501	179	183	257	369
YPL224C	NC_001148.4	126634	128088	-	1455	57	38	35	139	115	82	89	85	81
YPL223C	NC_001148.4	128632	129138	-	507	315	214	328	90	160	34	433	452	520
YPL222W	NC_001148.4	130162	132228	+	2067	363	272	355	162	163	131	373	456	346
YPL221W	NC_001148.4	133043	135424	+	2382	336	238	268	741	432	512	641	677	623
YPL220W	NC_001148.4	135790	136443	+	654	96	63	66	268	131	183	115	112	105
YPL219W	NC_001148.4	136750	138228	+	1479	80	59	63	110	72	65	133	134	133
YPL218W	NC_001148.4;NC_001148.4	138698;138865	138725;139409	+;+	573	350	216	240	720	524	418	336	326	337
YPL217C	NC_001148.4	139620	143171	-	3552	289	195	180	381	436	106	277	312	344
YPL216W	NC_001148.4	143821	147129	+	3309	43	23	30	108	81	40	112	177	129
YPL215W	NC_001148.4	147416	148423	+	1008	114	63	70	151	151	95	94	102	81
YPL214C	NC_001148.4	148569	150191	-	1623	95	88	68	89	98	52	123	154	139
YPL213W	NC_001148.4	150614	151330	+	717	85	59	57	119	107	31	84	121	106
YPL212C	NC_001148.4	151515	153149	-	1635	110	66	39	172	132	69	77	100	108
YPL211W	NC_001148.4	153495	154040	+	546	43	21	29	115	55	43	35	34	23
YPL210C	NC_001148.4	154290	156212	-	1923	198	90	141	182	229	80	100	104	113
YPL209C	NC_001148.4	156490	157593	-	1104	26	12	13	17	29	5	4	10	15
YPL208W	NC_001148.4	157842	159593	+	1752	48	19	31	88	53	78	59	69	49
YPL207W	NC_001148.4	159909	162341	+	2433	320	190	214	414	334	229	297	356	320
YPL206C	NC_001148.4	162632	163597	-	966	178	141	134	275	228	205	471	571	505
YPL204W	NC_001148.4	164276	165760	+	1485	304	206	220	297	319	91	193	284	264
YPL203W	NC_001148.4	166256	167398	+	1143	79	54	89	181	123	125	203	252	206
YPL202C	NC_001148.4	168088	169338	-	1251	43	34	45	186	118	73	64	83	86
YPL201C	NC_001148.4	169770	171155	-	1386	151	111	164	105	151	55	4	6	10
YPL200W	NC_001148.4	171484	171954	+	471	2	3	5	9	13	4	3	1	2
YPL199C	NC_001148.4	172033	172755	-	723	47	26	44	123	98	47	36	49	60
YPL198W	NC_001148.4;NC_001148.4;NC_001148.4	173152;173572;174073	173162;173665;174702	+;+;+	735	102	45	62	142	110	68	45	59	75
YNCP0003W	NC_001148.4	173827	173904	+	78	1	3	2	2	4	4	1	4	2
YPL196W	NC_001148.4	175043	175864	+	822	156	118	126	115	109	73	99	119	126
YPL195W	NC_001148.4	176223	179021	+	2799	230	200	164	256	242	97	144	189	187
YPL194W	NC_001148.4	179277	181115	+	1839	16	19	13	27	26	8	21	32	40
YPL193W	NC_001148.4	181403	182548	+	1146	78	58	58	64	80	9	44	77	82
YPL192C	NC_001148.4	182655	183056	-	402	32	20	19	26	35	9	26	26	34
YPL191C	NC_001148.4	183597	184679	-	1083	21	19	11	34	27	10	28	31	29
YPL190C	NC_001148.4	185317	187725	-	2409	590	433	486	173	326	70	173	211	169
YPL189C-A	NC_001148.4	188307	188513	-	207	456	405	516	284	426	131	111	156	128
YPL189W	NC_001148.4	189154	190983	+	1830	62	55	50	56	45	32	25	32	34
YPL188W	NC_001148.4	191406	192650	+	1245	63	45	57	129	80	70	53	63	54
YPL187W	NC_001148.4	193648	194145	+	498	24	22	12	77	66	31	7	11	7
YPL186C	NC_001148.4	194512	195426	-	915	1281	1014	1118	447	631	102	316	451	479
YPL184C	NC_001148.4	195950	197788	-	1839	246	219	230	191	173	100	167	161	151
YPL183W-A	NC_001148.4	199095	199376	+	282	129	84	77	174	136	97	72	79	86
YPL183C	NC_001148.4	199495	202536	-	3042	44	26	24	106	57	69	163	166	149
YPL181W	NC_001148.4	203421	204941	+	1521	160	124	123	110	166	35	156	202	157
YPL180W	NC_001148.4	205248	207647	+	2400	94	59	81	80	87	35	86	108	99
YPL179W	NC_001148.4	208157	209806	+	1650	278	138	164	707	450	475	724	801	779
YNCP0004C	NC_001148.4	210192	210263	-	72	0	0	0	0	0	0	0	0	0
YPL178W	NC_001148.4	212158	212784	+	627	100	71	66	125	110	70	66	94	92
YPL177C	NC_001148.4	213042	213962	-	921	119	76	87	146	157	59	58	49	46
YPL176C	NC_001148.4	216012	218363	-	2352	77	52	61	122	103	79	126	143	139
YPL175W	NC_001148.4;NC_001148.4	218630;218747	218646;220088	+;+	1359	34	23	15	94	70	52	52	51	64
YPL174C	NC_001148.4	220167	222773	-	2607	71	55	51	124	152	29	72	132	141
YPL173W	NC_001148.4	223143	224036	+	894	120	83	76	159	121	41	62	55	80
YPL172C	NC_001148.4	224353	225741	-	1389	64	48	44	93	68	49	62	69	78
YPL171C	NC_001148.4	226169	227371	-	1203	682	432	566	1376	1027	1095	226	242	223
YPL170W	NC_001148.4	228314	228772	+	459	87	58	85	88	93	42	54	87	79
YPL169C	NC_001148.4	229039	230838	-	1800	113	61	73	261	196	108	91	115	106
YPL168W	NC_001148.4	231217	232509	+	1293	114	74	93	83	106	24	85	115	125
YPL167C	NC_001148.4	232593	237107	-	4515	121	89	76	119	131	48	182	187	221
YPL166W	NC_001148.4	237338	237979	+	642	35	19	24	36	32	16	64	65	69
YPL165C	NC_001148.4	237956	239077	-	1122	43	39	34	90	74	41	139	141	144
YPL164C	NC_001148.4	239350	241497	-	2148	40	25	34	58	34	18	65	74	89
YPL163C	NC_001148.4	241918	242700	-	783	102	64	62	52	57	33	25	20	20
YPL162C	NC_001148.4	243206	244027	-	822	22	11	22	51	26	25	31	31	23
YPL161C	NC_001148.4	244319	246220	-	1902	36	21	20	68	52	24	38	40	44
YPL160W	NC_001148.4	246990	250262	+	3273	332	197	211	635	368	344	371	404	445
YPL159C	NC_001148.4	250907	251668	-	762	329	178	221	181	204	78	215	273	250
YPL158C	NC_001148.4	252034	254310	-	2277	178	127	138	129	136	45	41	53	58
YPL157W	NC_001148.4	254814	255761	+	948	19	13	11	40	25	24	26	26	30
YPL156C	NC_001148.4	255913	256767	-	855	124	96	76	48	71	29	96	96	96
YPL155C	NC_001148.4	257216	259336	-	2121	29	20	18	70	50	49	77	57	66
YPL154C	NC_001148.4	259714	260931	-	1218	2455	1785	2112	1467	1146	868	1317	1363	1290
YPL153C	NC_001148.4	261727	264192	-	2466	36	37	30	85	55	42	51	57	46
YPL152W-A	NC_001148.4	264602	264700	+	99	2	2	0	0	0	1	0	0	0
YPL152W	NC_001148.4	265028	266104	+	1077	112	103	80	189	159	91	152	201	216
YPL151C	NC_001148.4	266180	267535	-	1356	74	40	56	67	94	40	81	89	87
YPL150W	NC_001148.4	268188	270893	+	2706	82	47	55	212	128	81	172	228	231
YPL149W	NC_001148.4	271310	272194	+	885	37	36	33	89	83	75	87	76	76
YPL148C	NC_001148.4	272294	272815	-	522	9	8	4	41	27	23	16	19	18
YPL147W	NC_001148.4	273255	275867	+	2613	83	63	71	91	74	46	106	137	116
YPL146C	NC_001148.4	276162	277529	-	1368	231	148	186	137	263	12	40	63	80
YPL145C	NC_001148.4	278395	279699	-	1305	202	128	148	291	179	138	258	326	283
YPL144W	NC_001148.4	280480	280926	+	447	15	19	5	25	13	21	25	26	25
YNCP0005C	NC_001148.4	281056	281517	-	462	400	339	347	675	709	1482	571	573	617
YPL143W	NC_001148.4;NC_001148.4	282122;282666	282140;282970	+;+	324	624	358	327	959	752	452	387	413	442
YPL141C	NC_001148.4	283464	286061	-	2598	60	44	35	107	64	36	39	48	33
YPL140C	NC_001148.4	287514	289034	-	1521	110	88	94	124	107	39	106	126	112
YPL139C	NC_001148.4	289669	291051	-	1383	95	54	65	122	122	61	100	119	100
YPL138C	NC_001148.4	291366	292427	-	1062	121	75	83	115	139	47	73	82	65
YPL137C	NC_001148.4	292817	296647	-	3831	328	219	208	631	436	483	631	687	686
YPL135W	NC_001148.4	297553	298050	+	498	716	352	448	1189	1130	608	336	328	328
YPL134C	NC_001148.4	298571	299503	-	933	124	94	110	327	204	194	189	222	197
YPL133C	NC_001148.4	299888	301228	-	1341	33	25	39	75	74	62	76	79	68
YPL132W	NC_001148.4	301716	302618	+	903	96	77	88	145	127	57	69	67	68
YPL131W	NC_001148.4	303121	304014	+	894	671	335	351	1276	826	645	573	592	514
YPL130W	NC_001148.4	304387	305058	+	672	4	5	1	5	5	2	1	3	1
YPL129W	NC_001148.4;NC_001148.4	305298;305412	305306;306137	+;+	735	137	57	82	162	163	57	57	71	84
YPL128C	NC_001148.4	306533	308221	-	1689	39	28	24	82	79	52	72	79	83
YPL127C	NC_001148.4	308828	309604	-	777	238	139	148	138	121	99	72	94	90
YPL126W	NC_001148.4	310210	312900	+	2691	72	49	37	225	136	93	165	178	169
YPL125W	NC_001148.4	313388	316486	+	3099	76	59	61	166	110	86	134	178	162
YPL124W	NC_001148.4	316755	317516	+	762	36	19	23	26	15	5	8	5	8
YPL123C	NC_001148.4	317641	318945	-	1305	103	83	97	192	93	82	273	313	290
YPL122C	NC_001148.4	319226	320767	-	1542	67	41	41	91	57	35	69	65	61
YPL121C	NC_001148.4	320962	321630	-	669	5	6	5	0	1	1	0	0	2
YPL120W	NC_001148.4	322071	323744	+	1674	52	46	44	56	58	9	34	38	51
YPL119C-A	NC_001148.4	324024	324287	-	264	47	37	43	9	15	6	37	34	38
YPL119C	NC_001148.4	324411	326264	-	1854	90	67	68	38	35	29	95	105	89
YPL118W	NC_001148.4	326628	327662	+	1035	305	226	270	242	243	100	99	144	127
YPL117C	NC_001148.4	327864	328730	-	867	243	138	177	402	270	132	210	289	294
YPL116W	NC_001148.4	329606	331699	+	2094	140	93	81	120	89	52	79	96	86
YPL115C	NC_001148.4	332100	335486	-	3387	91	62	57	227	165	122	227	219	272
YPL113C	NC_001148.4	335953	337143	-	1191	19	13	18	43	41	29	35	35	33
YPL112C	NC_001148.4	337436	338620	-	1185	64	45	42	150	107	68	83	94	91
YNCP0006C	NC_001148.4	338848	338919	-	72	0	0	1	1	0	2	0	1	1
YPL111W	NC_001148.4	339944	340945	+	1002	332	245	296	302	235	170	47	45	48
YPL110C	NC_001148.4	341068	344739	-	3672	83	42	46	166	149	89	186	203	191
YPL109C	NC_001148.4;NC_001148.4	345264;345597	345444;347389	-;-	1974	66	35	51	144	81	83	122	109	132
YPL108W	NC_001148.4	348446	348952	+	507	19	11	10	27	25	10	10	7	12
YPL107W	NC_001148.4	349119	349865	+	747	93	52	55	145	107	59	103	123	138
YPL106C	NC_001148.4	350194	352275	-	2082	3742	2716	3033	1683	2133	921	409	426	410
YPL105C	NC_001148.4	352863	355412	-	2550	367	235	280	174	357	64	121	174	171
YPL104W	NC_001148.4	355700	357676	+	1977	104	74	70	117	96	45	63	69	81
YPL103C	NC_001148.4	358000	359406	-	1407	24	20	9	48	41	27	44	41	52
YPL101W	NC_001148.4	360209	361579	+	1371	47	27	41	75	59	34	67	76	76
YPL100W	NC_001148.4	361872	363362	+	1491	93	74	56	115	101	60	92	93	117
YPL099C	NC_001148.4	363520	364068	-	549	40	23	31	67	40	30	26	32	24
YPL098C	NC_001148.4	364386	364727	-	342	68	22	38	50	52	30	18	12	24
YPL097W	NC_001148.4	364952	366430	+	1479	55	38	24	101	86	64	58	73	50
YPL096C-A	NC_001148.4	366529	366735	-	207	33	24	38	49	26	23	20	25	28
YPL096W	NC_001148.4	366927	368018	+	1092	102	59	64	94	110	49	100	136	109
YPL095C	NC_001148.4	368071	369441	-	1371	137	64	75	154	102	74	1275	1513	1465
YPL094C	NC_001148.4	369839	370663	-	825	257	191	221	300	388	99	168	195	213
YPL093W	NC_001148.4	370978	372921	+	1944	110	65	56	272	152	157	142	182	137
YPL092W	NC_001148.4	373793	375169	+	1377	953	634	728	471	380	296	181	238	175
YPL091W	NC_001148.4	375502	376953	+	1452	745	529	598	1193	843	765	656	756	722
YPL090C	NC_001148.4;NC_001148.4	377291;378390	377995;378395	-;-	711	71	49	61	321	146	133	71	75	74
YPL089C	NC_001148.4	379120	381150	-	2031	133	82	113	64	121	43	91	97	113
YPL088W	NC_001148.4	381965	382993	+	1029	87	54	62	187	156	116	222	264	206
YPL087W	NC_001148.4	383455	384408	+	954	886	639	673	579	534	317	670	756	714
YPL086C	NC_001148.4	384773	386446	-	1674	66	44	50	162	96	93	74	80	77
YPL085W	NC_001148.4	387067	393654	+	6588	501	319	362	289	496	159	348	425	328
YPL084W	NC_001148.4	394038	396572	+	2535	72	47	55	118	76	55	127	145	170
YPL083C	NC_001148.4	396702	398105	-	1404	33	21	29	55	43	27	32	49	55
YPL082C	NC_001148.4	398480	404083	-	5604	333	235	236	464	352	223	439	545	518
YPL081W	NC_001148.4;NC_001148.4	404950;405458	404956;406044	+;+	594	87	46	40	272	187	125	139	176	168
YPL080C	NC_001148.4	406172	406498	-	327	13	10	12	17	21	7	12	12	11
YPL079W	NC_001148.4;NC_001148.4	406636;407068	406646;407539	+;+	483	364	236	224	691	452	388	193	250	241
YPL078C	NC_001148.4	408010	408744	-	735	2145	1603	1849	2531	2495	1060	776	1044	1024
YPL077C	NC_001148.4	409368	410090	-	723	8	9	2	34	18	16	17	33	26
YPL076W	NC_001148.4	410443	411285	+	843	28	26	9	29	34	24	51	47	57
YPL075W	NC_001148.4;NC_001148.4	412254;413013	412261;415362	+;+	2358	72	58	61	161	166	50	353	374	384
YPL074W	NC_001148.4	415763	418027	+	2265	133	90	118	155	143	62	145	171	171
YPL072W	NC_001148.4	418512	420011	+	1500	55	29	31	52	68	9	42	49	39
YPL071C	NC_001148.4	420048	420518	-	471	39	32	39	80	111	13	48	58	57
YPL070W	NC_001148.4	420948	422786	+	1839	83	48	62	178	104	41	85	156	153
YPL069C	NC_001148.4	422885	423892	-	1008	29	18	25	59	40	17	44	38	31
YPL068C	NC_001148.4	424215	425096	-	882	30	22	17	17	23	8	19	24	14
YPL067C	NC_001148.4	425251	425847	-	597	27	27	22	12	15	19	13	10	10
YPL066W	NC_001148.4	426233	427672	+	1440	85	50	70	85	77	17	79	67	86
YPL065W	NC_001148.4	427927	428655	+	729	70	43	49	63	65	16	25	40	55
YPL064C	NC_001148.4	428711	429616	-	906	76	56	86	77	106	31	63	60	78
YPL063W	NC_001148.4	429939	431369	+	1431	329	202	264	155	209	46	111	133	129
YPL062W	NC_001148.4	431895	432299	+	405	9	3	7	1	5	5	3	5	1
YPL061W	NC_001148.4	432588	434090	+	1503	707	430	501	1076	930	674	269	341	356
YPL060W	NC_001148.4	434523	435764	+	1242	28	22	23	47	48	12	36	37	52
YNCP0007C	NC_001148.4	435893	435964	-	72	6	1	4	1	1	4	0	1	0
YPL060C-A	NC_001148.4	437333	442742	-	5410	1	1	0	0	0	0	0	1	1
YPL059W	NC_001148.4	444579	445031	+	453	117	57	66	237	149	135	91	117	87
YPL058C	NC_001148.4	445842	450377	-	4536	2533	1545	1766	2849	1796	1994	2520	2550	2593
YPL057C	NC_001148.4	451909	453057	-	1149	348	258	268	414	402	162	327	359	330
YPL056C	NC_001148.4	453430	453735	-	306	249	187	260	31	50	23	21	37	34
YPL055C	NC_001148.4	453992	454990	-	999	167	106	152	64	113	43	46	71	50
YPL054W	NC_001148.4	455759	456664	+	906	111	56	62	64	48	30	142	168	179
YPL053C	NC_001148.4	457118	458458	-	1341	156	107	104	299	211	128	148	190	166
YPL052W	NC_001148.4	458799	459678	+	880	105	52	54	141	143	63	82	109	112
YPL051W	NC_001148.4	459963	460559	+	597	31	22	20	50	56	9	25	26	39
YPL050C	NC_001148.4	460779	461966	-	1188	120	77	77	251	160	96	94	108	127
YPL049C	NC_001148.4	462481	463839	-	1359	61	39	44	61	54	35	41	42	54
YPL048W	NC_001148.4	464401	465648	+	1248	360	287	359	94	117	97	144	179	157
YPL047W	NC_001148.4	465962	466261	+	300	18	14	8	36	28	27	58	45	42
YPL046C	NC_001148.4	466644	466943	-	300	20	13	15	41	51	12	18	28	29
YPL045W	NC_001148.4	467260	469656	+	2397	67	48	42	190	113	71	95	128	123
YPL043W	NC_001148.4	469939	471996	+	2058	218	118	119	203	271	60	89	123	124
YPL042C	NC_001148.4	473040	474707	-	1668	61	57	46	189	116	96	125	120	145
YPL041C	NC_001148.4	475118	475741	-	624	37	25	11	29	29	22	40	52	34
YPL040C	NC_001148.4	475993	479001	-	3009	94	49	76	114	95	58	126	178	128
YPL039W	NC_001148.4	479225	480175	+	951	50	37	33	93	54	33	52	76	72
YPL038W-A	NC_001148.4	480182	480373	+	192	7	10	10	4	16	2	7	3	1
YPL038W	NC_001148.4	480535	481068	+	534	15	14	23	37	52	12	10	28	18
YPL037C	NC_001148.4	481428	481901	-	474	340	250	264	444	406	232	120	166	167
YPL036W	NC_001148.4	482843	485686	+	2844	31	27	25	95	44	72	147	161	133
YPL034W	NC_001148.4	486712	487209	+	498	22	11	18	41	40	7	20	34	28
YPL033C	NC_001148.4	487362	488207	-	846	2	3	3	0	4	0	2	4	1
YPL032C	NC_001148.4	488887	491364	-	2478	338	213	202	499	301	172	293	364	351
YPL031C	NC_001148.4;NC_001148.4	492018;493021	492918;493037	-;-	918	120	68	84	170	139	89	214	228	208
YPL030W	NC_001148.4	493543	495246	+	1704	29	17	18	40	23	30	38	54	36
YPL029W	NC_001148.4	495506	497719	+	2214	49	23	40	125	80	59	108	130	138
YPL028W	NC_001148.4	498096	499292	+	1197	61	68	73	276	166	194	355	384	369
YPL027W	NC_001148.4	499665	500402	+	738	8	8	8	11	15	10	11	9	13
YPL026C	NC_001148.4	500675	502183	-	1509	297	156	234	512	456	206	620	701	761
YPL024W	NC_001148.4	503517	504242	+	726	135	78	95	122	138	39	96	120	94
YPL023C	NC_001148.4	504339	506312	-	1974	75	43	57	73	65	50	81	88	83
YPL022W	NC_001148.4	506697	509999	+	3303	115	82	68	201	159	133	195	231	230
YPL021W	NC_001148.4	511101	511664	+	564	6	6	8	5	3	1	9	5	6
YPL020C	NC_001148.4	512313	514178	-	1866	223	151	158	173	288	33	71	111	118
YPL019C	NC_001148.4	514511	517018	-	2508	114	82	78	179	121	103	177	217	225
YPL018W	NC_001148.4	517651	518760	+	1110	185	152	168	47	52	29	110	125	115
YPL017C	NC_001148.4	518734	520233	-	1500	63	46	36	37	39	36	94	96	74
YPL016W	NC_001148.4	521014	524958	+	3945	315	231	222	404	474	110	256	316	316
YPL015C	NC_001148.4	525810	526883	-	1074	57	32	38	100	117	79	104	91	80
YPL014W	NC_001148.4	527547	528692	+	1146	124	89	99	110	165	70	98	85	116
YPL013C	NC_001148.4	528985	529350	-	366	278	162	209	212	347	67	62	98	89
YPL012W	NC_001148.4	529723	533409	+	3687	132	83	61	243	150	107	140	163	192
YPL011C	NC_001148.4	533642	534703	-	1062	72	41	46	118	92	50	53	75	55
YPL010W	NC_001148.4	535018	535587	+	570	133	94	80	217	196	132	68	90	90
YPL009C	NC_001148.4	535820	538936	-	3117	640	440	493	286	603	76	151	199	220
YPL008W	NC_001148.4	539385	541970	+	2586	50	34	20	102	91	32	53	70	59
YPL007C	NC_001148.4	542082	543848	-	1767	34	25	19	95	62	27	27	26	44
YPL006W	NC_001148.4	544631	548143	+	3513	127	78	86	259	172	202	567	611	549
YPL005W	NC_001148.4	548486	550306	+	1821	111	54	81	88	76	45	101	132	110
YPL004C	NC_001148.4	550632	551657	-	1026	1052	783	1000	574	483	274	665	802	674
